Assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	Species	Genera	strain
GCF_902163975.1	PRJNA224116	SAMEA4608509	CABHBG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071763	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#182	SC	GCA_902163975.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/975/GCF_902163975.1_25964_2_182	NA	NA	faecalis	Enterococcus	4928STDY7071763
GCF_902163995.1	PRJNA224116	SAMEA4608505	CABHBN000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071759	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#178	SC	GCA_902163995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/163/995/GCF_902163995.1_25964_2_178	NA	NA	faecalis	Enterococcus	4928STDY7071759
GCF_902164015.1	PRJNA224116	SAMEA104694311	CABHBU000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387673	NA	latest	Contig	Major	Full	11/7/2019	25964_2#191	SC	GCA_902164015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/015/GCF_902164015.1_25964_2_191	NA	NA	faecalis	Enterococcus	4928STDY7387673
GCF_902164075.1	PRJNA224116	SAMEA4608515	CABHBQ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071769	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#188	SC	GCA_902164075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/075/GCF_902164075.1_25964_2_188	NA	NA	faecalis	Enterococcus	4928STDY7071769
GCF_902164085.1	PRJNA224116	SAMEA4608516	CABHBY000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071770	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#189	SC	GCA_902164085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/085/GCF_902164085.1_25964_2_189	NA	NA	faecalis	Enterococcus	4928STDY7071770
GCF_902164115.1	PRJNA224116	SAMEA104694314	CABHBP000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387677	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#195	SC	GCA_902164115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/115/GCF_902164115.1_25964_2_195	NA	NA	faecalis	Enterococcus	4928STDY7387677
GCF_902164125.1	PRJNA224116	SAMEA4608514	CABHBT000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071768	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#187	SC	GCA_902164125.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/125/GCF_902164125.1_25964_2_187	NA	NA	faecalis	Enterococcus	4928STDY7071768
GCF_902164165.1	PRJNA224116	SAMEA104694325	CABHCD000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387688	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#204	SC	GCA_902164165.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/165/GCF_902164165.1_25964_2_204	NA	NA	faecalis	Enterococcus	4928STDY7387688
GCF_902164195.1	PRJNA224116	SAMEA104694323	CABHCB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387686	NA	latest	Contig	Major	Full	11/7/2019	25964_2#202	SC	GCA_902164195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/195/GCF_902164195.1_25964_2_202	NA	NA	faecalis	Enterococcus	4928STDY7387686
GCF_902164215.1	PRJNA224116	SAMEA104694342	CABHCP000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387705	NA	latest	Contig	Major	Full	11/7/2019	25964_2#220	SC	GCA_902164215.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/215/GCF_902164215.1_25964_2_220	NA	NA	faecalis	Enterococcus	4928STDY7387705
GCF_902164235.1	PRJNA224116	SAMEA104694334	CABHCL000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387697	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#213	SC	GCA_902164235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/235/GCF_902164235.1_25964_2_213	NA	NA	faecalis	Enterococcus	4928STDY7387697
GCF_902164245.1	PRJNA224116	SAMEA104694329	CABHCJ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387692	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#208	SC	GCA_902164245.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/245/GCF_902164245.1_25964_2_208	NA	NA	faecalis	Enterococcus	4928STDY7387692
GCF_902164275.1	PRJNA224116	SAMEA104694338	CABHCK000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387701	NA	latest	Contig	Major	Full	11/7/2019	25964_2#216	SC	GCA_902164275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/275/GCF_902164275.1_25964_2_216	NA	NA	faecalis	Enterococcus	4928STDY7387701
GCF_902164295.1	PRJNA224116	SAMEA104694340	CABHCO000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387703	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#218	SC	GCA_902164295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/295/GCF_902164295.1_25964_2_218	NA	NA	faecalis	Enterococcus	4928STDY7387703
GCF_902164315.1	PRJNA224116	SAMEA104694330	CABHCQ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387693	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#209	SC	GCA_902164315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/315/GCF_902164315.1_25964_2_209	NA	NA	faecalis	Enterococcus	4928STDY7387693
GCF_902164335.1	PRJNA224116	SAMEA104694346	CABHCX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387709	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#224	SC	GCA_902164335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/335/GCF_902164335.1_25964_2_224	NA	NA	faecalis	Enterococcus	4928STDY7387709
GCF_902164355.1	PRJNA224116	SAMEA104694345	CABHCV000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387708	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#223	SC	GCA_902164355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/355/GCF_902164355.1_25964_2_223	NA	NA	faecalis	Enterococcus	4928STDY7387708
GCF_902164385.1	PRJNA224116	SAMEA104694349	CABHDB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387712	NA	latest	Contig	Major	Full	11/7/2019	25964_2#227	SC	GCA_902164385.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/385/GCF_902164385.1_25964_2_227	NA	NA	faecalis	Enterococcus	4928STDY7387712
GCF_902164395.1	PRJNA224116	SAMEA104694352	CABHCW000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387715	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#230	SC	GCA_902164395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/395/GCF_902164395.1_25964_2_230	NA	NA	faecalis	Enterococcus	4928STDY7387715
GCF_902164415.1	PRJNA224116	SAMEA104694365	CABHDI000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387728	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#243	SC	GCA_902164415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/415/GCF_902164415.1_25964_2_243	NA	NA	faecalis	Enterococcus	4928STDY7387728
GCF_902164425.1	PRJNA224116	SAMEA104694358	CABHDC000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387721	NA	latest	Contig	Major	Full	11/7/2019	25964_2#236	SC	GCA_902164425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/425/GCF_902164425.1_25964_2_236	NA	NA	faecalis	Enterococcus	4928STDY7387721
GCF_902164445.1	PRJNA224116	SAMEA104694357	CABHDF000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387720	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#235	SC	GCA_902164445.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/445/GCF_902164445.1_25964_2_235	NA	NA	faecalis	Enterococcus	4928STDY7387720
GCF_902164455.1	PRJNA224116	SAMEA104694354	CABHDJ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387717	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#232	SC	GCA_902164455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/455/GCF_902164455.1_25964_2_232	NA	NA	faecalis	Enterococcus	4928STDY7387717
GCF_902164485.1	PRJNA224116	SAMEA104694353	CABHDL000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387716	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#231	SC	GCA_902164485.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/485/GCF_902164485.1_25964_2_231	NA	NA	faecalis	Enterococcus	4928STDY7387716
GCF_902164495.1	PRJNA224116	SAMEA104694363	CABHDE000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387726	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#241	SC	GCA_902164495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/495/GCF_902164495.1_25964_2_241	NA	NA	faecalis	Enterococcus	4928STDY7387726
GCF_902164515.1	PRJNA224116	SAMEA104694362	CABHDG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387725	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#240	SC	GCA_902164515.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/515/GCF_902164515.1_25964_2_240	NA	NA	faecalis	Enterococcus	4928STDY7387725
GCF_902164565.1	PRJNA224116	SAMEA104694374	CABHDP000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387737	NA	latest	Contig	Major	Full	11/7/2019	25964_2#251	SC	GCA_902164565.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/565/GCF_902164565.1_25964_2_251	NA	NA	faecalis	Enterococcus	4928STDY7387737
GCF_902164585.1	PRJNA224116	SAMEA104694369	CABHDT000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387732	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#247	SC	GCA_902164585.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/585/GCF_902164585.1_25964_2_247	NA	NA	faecalis	Enterococcus	4928STDY7387732
GCF_902164645.1	PRJNA224116	SAMEA104567465	NA	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071355	NA	latest	Chromosome	Major	Full	9/7/2019	25426_7#121	SC	GCA_902164645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/645/GCF_902164645.1_25426_7_121	NA	NA	faecalis	Enterococcus	4928STDY7071355
GCF_902164695.1	PRJNA224116	SAMEA104567435	NA	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071325	NA	latest	Chromosome	Major	Full	9/7/2019	25426_7#25	SC	GCA_902164695.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/695/GCF_902164695.1_25426_7_25	NA	NA	faecalis	Enterococcus	4928STDY7071325
GCF_902164735.1	PRJNA224116	SAMEA104567747	CABHDZ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071642	NA	latest	Contig	Major	Full	11/7/2019	25426_7#358	SC	GCA_902164735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/735/GCF_902164735.1_25426_7_358	NA	NA	faecalis	Enterococcus	4928STDY7071642
GCF_902164755.1	PRJNA224116	SAMEA104567746	CABHEC000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071641	NA	latest	Scaffold	Major	Full	11/7/2019	25426_7#357	SC	GCA_902164755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/755/GCF_902164755.1_25426_7_357	NA	NA	faecalis	Enterococcus	4928STDY7071641
GCF_902164765.1	PRJNA224116	SAMEA104567741	CABHDX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071636	NA	latest	Scaffold	Major	Full	11/7/2019	25426_7#353	SC	GCA_902164765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/765/GCF_902164765.1_25426_7_353	NA	NA	faecalis	Enterococcus	4928STDY7071636
GCF_902164775.1	PRJNA224116	SAMEA104567745	CABHDY000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071640	NA	latest	Scaffold	Major	Full	11/7/2019	25426_7#356	SC	GCA_902164775.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/775/GCF_902164775.1_25426_7_356	NA	NA	faecalis	Enterococcus	4928STDY7071640
GCF_902164785.1	PRJNA224116	SAMEA104567758	CABHEB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7071652	NA	latest	Scaffold	Major	Full	11/7/2019	25426_7#366	SC	GCA_902164785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/785/GCF_902164785.1_25426_7_366	NA	NA	faecalis	Enterococcus	4928STDY7071652
GCF_902164805.1	PRJNA224116	SAMEA104694380	CABHED000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387743	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#257	SC	GCA_902164805.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/805/GCF_902164805.1_25964_2_257	NA	NA	faecalis	Enterococcus	4928STDY7387743
GCF_902164815.1	PRJNA224116	SAMEA104694381	CABHEE000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387744	NA	latest	Contig	Major	Full	11/7/2019	25964_2#258	SC	GCA_902164815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/815/GCF_902164815.1_25964_2_258	NA	NA	faecalis	Enterococcus	4928STDY7387744
GCF_902164845.1	PRJNA224116	SAMEA104694387	CABHEG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387750	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#264	SC	GCA_902164845.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/845/GCF_902164845.1_25964_2_264	NA	NA	faecalis	Enterococcus	4928STDY7387750
GCF_902164855.1	PRJNA224116	SAMEA104694386	CABHEI000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387749	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#263	SC	GCA_902164855.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/855/GCF_902164855.1_25964_2_263	NA	NA	faecalis	Enterococcus	4928STDY7387749
GCF_902164865.1	PRJNA224116	SAMEA104694388	CABHEK000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387751	NA	latest	Contig	Major	Full	11/7/2019	25964_2#265	SC	GCA_902164865.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/865/GCF_902164865.1_25964_2_265	NA	NA	faecalis	Enterococcus	4928STDY7387751
GCF_902164875.1	PRJNA224116	SAMEA104694402	CABHEM000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387766	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#279	SC	GCA_902164875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/875/GCF_902164875.1_25964_2_279	NA	NA	faecalis	Enterococcus	4928STDY7387766
GCF_902164885.1	PRJNA224116	SAMEA104694405	CABHEJ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387769	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#282	SC	GCA_902164885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/885/GCF_902164885.1_25964_2_282	NA	NA	faecalis	Enterococcus	4928STDY7387769
GCF_902164915.1	PRJNA224116	SAMEA104694398	CABHEO000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387761	NA	latest	Contig	Major	Full	11/7/2019	25964_2#275	SC	GCA_902164915.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/915/GCF_902164915.1_25964_2_275	NA	NA	faecalis	Enterococcus	4928STDY7387761
GCF_902164945.1	PRJNA224116	SAMEA104694403	CABHEN000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387767	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#280	SC	GCA_902164945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/945/GCF_902164945.1_25964_2_280	NA	NA	faecalis	Enterococcus	4928STDY7387767
GCF_902164955.1	PRJNA224116	SAMEA104694404	CABHEQ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387768	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#281	SC	GCA_902164955.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/955/GCF_902164955.1_25964_2_281	NA	NA	faecalis	Enterococcus	4928STDY7387768
GCF_902164995.1	PRJNA224116	SAMEA104694407	CABHEX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387771	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#284	SC	GCA_902164995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/164/995/GCF_902164995.1_25964_2_284	NA	NA	faecalis	Enterococcus	4928STDY7387771
GCF_902165005.1	PRJNA224116	SAMEA104694406	CABHEW000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387770	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#283	SC	GCA_902165005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/005/GCF_902165005.1_25964_2_283	NA	NA	faecalis	Enterococcus	4928STDY7387770
GCF_902165025.1	PRJNA224116	SAMEA104694422	CABHFA000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387783	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#296	SC	GCA_902165025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/025/GCF_902165025.1_25964_2_296	NA	NA	faecalis	Enterococcus	4928STDY7387783
GCF_902165055.1	PRJNA224116	SAMEA104694424	CABHEZ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387785	NA	latest	Contig	Major	Full	11/7/2019	25964_2#298	SC	GCA_902165055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/055/GCF_902165055.1_25964_2_298	NA	NA	faecalis	Enterococcus	4928STDY7387785
GCF_902165075.1	PRJNA224116	SAMEA104694416	CABHFF000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387777	NA	latest	Contig	Major	Full	11/7/2019	25964_2#290	SC	GCA_902165075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/075/GCF_902165075.1_25964_2_290	NA	NA	faecalis	Enterococcus	4928STDY7387777
GCF_902165085.1	PRJNA224116	SAMEA104694421	CABHFC000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387782	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#295	SC	GCA_902165085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/085/GCF_902165085.1_25964_2_295	NA	NA	faecalis	Enterococcus	4928STDY7387782
GCF_902165105.1	PRJNA224116	SAMEA104694425	CABHFM000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387786	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#299	SC	GCA_902165105.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/105/GCF_902165105.1_25964_2_299	NA	NA	faecalis	Enterococcus	4928STDY7387786
GCF_902165135.1	PRJNA224116	SAMEA104694427	CABHFG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387788	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#301	SC	GCA_902165135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/135/GCF_902165135.1_25964_2_301	NA	NA	faecalis	Enterococcus	4928STDY7387788
GCF_902165175.1	PRJNA224116	SAMEA104694423	CABHFE000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387784	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#297	SC	GCA_902165175.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/175/GCF_902165175.1_25964_2_297	NA	NA	faecalis	Enterococcus	4928STDY7387784
GCF_902165185.1	PRJNA224116	SAMEA104694410	CABHFB000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387774	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#287	SC	GCA_902165185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/185/GCF_902165185.1_25964_2_287	NA	NA	faecalis	Enterococcus	4928STDY7387774
GCF_902165225.1	PRJNA224116	SAMEA104694443	CABHFZ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387807	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#320	SC	GCA_902165225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/225/GCF_902165225.1_25964_2_320	NA	NA	faecalis	Enterococcus	4928STDY7387807
GCF_902165255.1	PRJNA224116	SAMEA104694447	CABHGA000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387811	NA	latest	Contig	Major	Full	11/7/2019	25964_2#324	SC	GCA_902165255.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/255/GCF_902165255.1_25964_2_324	NA	NA	faecalis	Enterococcus	4928STDY7387811
GCF_902165265.1	PRJNA224116	SAMEA104694451	CABHFX000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387815	NA	latest	Contig	Major	Full	11/7/2019	25964_2#328	SC	GCA_902165265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/265/GCF_902165265.1_25964_2_328	NA	NA	faecalis	Enterococcus	4928STDY7387815
GCF_902165285.1	PRJNA224116	SAMEA104694441	CABHFT000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387802	NA	latest	Contig	Major	Full	11/7/2019	25964_2#315	SC	GCA_902165285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/285/GCF_902165285.1_25964_2_315	NA	NA	faecalis	Enterococcus	4928STDY7387802
GCF_902165295.1	PRJNA224116	SAMEA104694446	CABHFV000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387810	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#323	SC	GCA_902165295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/295/GCF_902165295.1_25964_2_323	NA	NA	faecalis	Enterococcus	4928STDY7387810
GCF_902165305.1	PRJNA224116	SAMEA104694450	CABHFY000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387814	NA	latest	Contig	Major	Full	11/7/2019	25964_2#327	SC	GCA_902165305.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/305/GCF_902165305.1_25964_2_327	NA	NA	faecalis	Enterococcus	4928STDY7387814
GCF_902165335.1	PRJNA224116	SAMEA104694433	CABHGD000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387794	NA	latest	Contig	Major	Full	11/7/2019	25964_2#307	SC	GCA_902165335.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/335/GCF_902165335.1_25964_2_307	NA	NA	faecalis	Enterococcus	4928STDY7387794
GCF_902165345.1	PRJNA224116	SAMEA104694414	CABHGG000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387806	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#319	SC	GCA_902165345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/345/GCF_902165345.1_25964_2_319	NA	NA	faecalis	Enterococcus	4928STDY7387806
GCF_902165355.1	PRJNA224116	SAMEA104694445	CABHGJ000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387809	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#322	SC	GCA_902165355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/355/GCF_902165355.1_25964_2_322	NA	NA	faecalis	Enterococcus	4928STDY7387809
GCF_902165365.1	PRJNA224116	SAMEA104694440	CABHFU000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387801	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#314	SC	GCA_902165365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/365/GCF_902165365.1_25964_2_314	NA	NA	faecalis	Enterococcus	4928STDY7387801
GCF_902165395.1	PRJNA224116	SAMEA104694454	CABHGL000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387818	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#331	SC	GCA_902165395.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/395/GCF_902165395.1_25964_2_331	NA	NA	faecalis	Enterococcus	4928STDY7387818
GCF_902165405.1	PRJNA224116	SAMEA104694453	CABHGM000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387817	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#330	SC	GCA_902165405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/405/GCF_902165405.1_25964_2_330	NA	NA	faecalis	Enterococcus	4928STDY7387817
GCF_902165415.1	PRJNA224116	SAMEA104694452	CABHGK000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387816	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#329	SC	GCA_902165415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/415/GCF_902165415.1_25964_2_329	NA	NA	faecalis	Enterococcus	4928STDY7387816
GCF_902165425.1	PRJNA224116	SAMEA104694466	CABHGU000000000.1	na	1351	1351	Enterococcus faecalis	strain=4928STDY7387830	NA	latest	Scaffold	Major	Full	11/7/2019	25964_2#343	SC	GCA_902165425.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/165/425/GCF_902165425.1_25964_2_343	NA	NA	faecalis	Enterococcus	4928STDY7387830
